Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,variety,winery
8453,France,"This very mineral wine comes from the Grand Cru that is situated in the village of Chassagne-Montrachet. That gives it weight and power as well as a textured character. It's tight, packed with citrus as much as yellow fruits, and needing many years to age. Drink from 2018.",,94,300.0,Burgundy,Criots-Bâtard-Montrachet,,Chardonnay,Louis Latour
8455,France,"This iconic wine is rich and perfumed. It's powerful and concentrated, with layers of wood contrasted by explosive, ripe fruits. Ripe red-fruit flavors are brightened by ample acidity, resulting in a sumptuous wine that also has enough tannins to age. Drink from 2018.",Vigne de l'Enfant Jésus Grèves Premier Cru,94,100.0,Burgundy,Beaune,,Pinot Noir,Bouchard Père & Fils
8458,France,"Chanson owns four acres, a quarter of this premier cru. This 2011 is smooth, rich and very elegant. Fruitiness is striated by a mineral, tight texture that gives a touch of steeliness. Drink from 2017.",Les Chenevottes Premier Cru,93,105.0,Burgundy,Chassagne-Montrachet,,Chardonnay,Domaine Chanson
8459,France,"Faiveley owns two acres of this large Grand Cru vineyard. This 2011 is a big, bold and fruity wine that shows red fruits, a sweet texture and good acidity. It's powerful and dark, jammy as well as structured. The wood flavors are still showing strongly and need to soften. Drink from 2019.",,93,226.0,Burgundy,Echézeaux,,Pinot Noir,Domaine Faiveley
8625,US,"A study in dusty tannins and crisp, classic cassis and cranberry, this wine offers plenty of the beloved herbaceousness of old-school Cabernet, along with a soft-hearted structure and compelling notes of violet and soy. Medium-bodied, it's enjoyable now but has the legs to age through 2026.",,92,125.0,California,Oakville,Napa,Cabernet Sauvignon,Aiken
8800,Australia,"This doesn't appear to be the strongest recent vintage of this wine, but it remains a benchmark for McLaren Vale Shiraz. Hints of vanilla and tobacco leaf add nuance to a mix of berries ranging from red raspberry to black currant, but there's also a hint of bruised fruit and a green toughness to the tannins. Give it some time in the cellar. Drink 2020–2030.",Amery Vineyard Block 6,91,120.0,South Australia,McLaren Vale,,Shiraz,Kay Brothers
8816,Italy,"Star anise, forest floor, mature dark-skinned fruit and a whiff of menthol perfume this structured red. The taut, full-bodied palate offers dried black cherry, licorice and pipe tobacco flavors, framed by firm, fine-grained tannins. Drink 2020–2027.",Manachiara,91,105.0,Tuscany,Brunello di Montalcino,,Sangiovese,Tenute Silvio Nardi
8820,France,"This firm wine has structure as well as enticing sweet red berry fruits. Dynamic and fruity, it has a dark structure that impressively expresses this solid terroir. Drink from 2018.",Les Fontenys Premier Cru,93,128.0,Burgundy,Gevrey-Chambertin,,Pinot Noir,Domaine René Bouvier
8823,France,"The wine has the right weight and power. It comes from a blend of different parcels, bringing out the complexity of the vineyards. Black fruits are soft and generous, supported by tannins as well as licorice and wood flavors. At the end, fresher red fruits show.",,93,280.0,Burgundy,Clos de Vougeot,,Pinot Noir,Louis Latour
8824,France,"In this generous and opulent wine, weight and richness accompany acidity and power. Ripe yellow and white fruits are given a touch of spice and new wood. It's gorgeous, but will be better after aging. Drink from 2018.",Les Demoiselles,93,380.0,Burgundy,Chevalier-Montrachet,,Chardonnay,Louis Latour
8831,Italy,"Made from 80- to 100-year-old vines, this compelling, earthy wine initially opens with funky aromas that burn off in the glass to reveal leather, tilled soil, blue flower and ripe berry. The palate delivers black and red cherry accented by white pepper, cinnamon and black pepper. With firm but velvety tannins, give this a few more years to let it fully  develop; drink 2016–2026.",Vigna Barbagalli,93,102.0,Sicily & Sardinia,Etna,,Nerello Mascalese,Pietradolce
8832,France,"Jaboulet's Condrieu program takes a huge step forward with this release, which artfully combines barrel fermentation and aging with just-ripe Viognier into a compelling and cohesive whole. The toast and baking-spice elements provide the right amount of restraint to the tropical fruit notes, which then finish with tremendous, mouthwatering length. Drink now–2020.",Domaine de Grands Amandiers,93,100.0,Rhône Valley,Condrieu,,Viognier,Paul Jaboulet Aîné
8833,France,"Perhaps the best Sizeranne I've ever tasted, the 2010 displays extra levels of richness and structure. Plum and coffee-bean notes are lightened and brightened by hints of cherries and raspberries that linger easily on the velvety finish. Delicious already, it should continue to drink well through at least 2020.",Monier de la Sizeranne,93,135.0,Rhône Valley,Hermitage,,Syrah,M. Chapoutier
8837,France,"Rich and sweetly fruity, this wine wields intense power. Red fruits are initially opulent and pleasurable, but then the wine begins to show solid structure and concentration. The final texture, with its tannins and fruit in harmony, is impressive. Drink from 2018.",Cuvée Héritiers Latour,93,280.0,Burgundy,Chambertin,,Pinot Noir,Louis Latour
8838,France,"Solid and tannic, it perhaps lacks huge weight but shows elegant structure and rounded tannins. The wine is already deliciously fruity, and will charm as it ages. Black fruits are right up front, the tannins a fine supporting act. Drink from 2017.",Les Quatre Journaux,93,740.0,Burgundy,Romanée-St.-Vivant,,Pinot Noir,Louis Latour
8841,France,"A terrific effort, this wine highlights the features that make Condrieu special. First is the incredible perfume, like honeyed stone fruit and mango. Second is the richness and texture of the wine, imparting great palate presence. Third is the vibrance of the finish, providing the counterweight to the wine's ripeness and weight. Drink it over the next few years.",Les Vieilles Vignes de Jacques Vernay,93,120.0,Rhône Valley,Condrieu,,Rhône-style White Blend,Michel & Stéphane Ogier
8848,France,"This wine takes white Châteauneuf-du-Pape to rare heights. Mouthwatering aromas of toasted nuts and pineapple set the stage for a full-bodied, rich, succulent wine experience whose finish lingers. Yet despite the wine's undeniable heft, it never seems overly weighty. Drink this blend of 80% Roussanne and 20% Grenache Blanc over the next couple of years.",Château de Beaucastel,93,108.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style White Blend,Famille Perrin
8910,Italy,"At age 20, this fantastic wine proves the serious aging potential of top Etna Biancos. Boasting intriguing depth and complexity, it delivers layers of lemon drop, dried apricot, ginger, dried Mediterranean herb and star anise with an intriguing balsamic note and a mineral-driven finish.",Pietramarina Bianco Superiore,92,195.0,Sicily & Sardinia,Etna,,Carricante,Benanti
8916,US,"Bergfeld is named for the winery's historic owner and the land he originally planted around the winery in 1873. Given to old-world airs, the wine is chalky in black fruit, tobacco and mocha, as well as soft, substantial tannins. Generous in juiciness and structure, it has an herbal quality on the finish.",Bergfeld,92,135.0,California,St. Helena,Napa,Cabernet Sauvignon,Hall
9090,Spain,"This is yet another unconventional, funky Rioja from this producer. Herbal saucy aromas of briar patch and raisin are a challenge to process. On the palate, this is intensely tannic. Herbal, spicy cherry, plum and licorice flavors finish with juicy acidity. Drink through 2028.",Hacienda Pradolagar,91,130.0,Northern Spain,Rioja,,Tempranillo,Marqués de Vargas
9099,Italy,"Dark spice, plum, toast and balsamic aromas lift out of the glass. The palate is firm and full-bodied, showing juicy black cherry, grilled herb, roasted coffee bean and French oak notes, underscored by bracing tannins that suggest this still needs a few more years to unwind.",Il Nocio,91,120.0,Tuscany,Vino Nobile di Montepulciano,,Sangiovese,Boscarelli
9108,Italy,"This 100% Syrah wine opens with ripe black-skinned fruit, roasted coffee, leather and cedar aromas. The full-bodied, concentrated palate offers dried blackberry, espresso, white pepper and star anise flavors, bolstered by ample, polished tannins. Enjoy through 2021.",Scrio,91,175.0,Tuscany,Toscana,,Syrah,Le Macchiole
9186,US,"A heady mix of herbs, cedar and milk chocolate, it's generous in black cherry and spicy pepper, a worthwhile textural challenge to the tongue and the mind, complex and layered. With smoky, heavy tannins, it'll enjoy some time to think in the cellar, the finish still rich and thick.",Crossfire Beckstoffer Missouri Hopper Vineyard,93,100.0,California,Oakville,Napa,Cabernet Sauvignon,World's End
9188,France,"A terrific effort, the 2010 Terre Ferme is a full-bodied, velvety-textured wine with a long, multidimensional finish. It's pungent and savory upfront in its aromas of clove and allspice, but raspberry undertones add another layer of interest and those grace notes are all underscored by the powerful bass duo of black olive and espresso. Drink now–2025.",Domaine de Terre Ferme,93,100.0,Rhône Valley,Châteauneuf-du-Pape,,Rhône-style Red Blend,Paul Jaboulet Aîné
9193,France,"Firm and structured, this dense and dark wine offers ripe black fruits and a concentrated texture. It also shows good acidity and the fruitiness of 2011, giving a wine that is both rich and fresh. Age and drink from 2017.",Clos des Mouches Premier Cru,93,105.0,Burgundy,Beaune,,Pinot Noir,Domaine Chanson
9194,France,"With three acres out of 36 in this Grand Cru, Faiveley is one of the larger proprietors. The wine is firm and structured with solid tannins, while black fruits give acidity and freshness to this massive wine. Drink from 2020.",,93,391.0,Burgundy,Chambertin Clos de Bèze,,Pinot Noir,Domaine Faiveley
9198,France,"A wine with great sweet fruits along with smoky, firm tannins. It is certainly structured, and the black jelly fruits are already delicious. Weight partners with acidity, creating a combination of freshness and richness at the end. Drink from 2018.",Les Cailles Premier Cru,93,100.0,Burgundy,Nuits-St.-Georges,,Pinot Noir,Bouchard Père & Fils
9202,France,"Ripe and rich, this full-bodied wine retains minerality as well as attractive acidity. Crisp lemon flavor is rounded out with peach and apple skin fruits. The wood, already integrated, gives richness and smoothness. Drink from 2016.",Clos des Mouches Premier Cru,93,110.0,Burgundy,Beaune,,Chardonnay,Domaine Chanson
9203,France,"Considerable wood flavors mask the ripe fruits at this stage. A rich, perfumed wine, it will bring huge, ripe flavors of pineapple and peach, as well as a powerful toasty character. Give it until 2018.",,93,391.0,Burgundy,Bienvenues Bâtard-Montrachet,,Chardonnay,Domaine Faiveley
9204,France,"Ripe and full-bodied, this immense wine has rich layers of tropical fruits. The wine, like so often in Corton-Charlemagne, is a powerful, huge expression of Chardonnay. It does have balance from acidity. Drink from 2018.",,93,282.0,Burgundy,Corton-Charlemagne,,Chardonnay,Domaine Faiveley
9207,US,"Paul Hobbs coaxes beautifully classic Cab aromas and textures from this wine, which comes from the tricky 2011 vintage. Expect black currant, olive, cassis and peppercorn to intermingle on the palate amidst soft elegance, the perfect balance between fruity and herbal. On the finish a dusting of mocha turns up the dial on deliciousness.",,93,100.0,California,Napa Valley,Napa,Cabernet Sauvignon,Paul Hobbs
